Practice Number,Practice Name,Dispensing,Physical Address,City or Town,Province,Telephone Number,Longitude,Latitude,Map
1425285,GOVENDER,Yes,"Meremed Medical Centre, 93 Krishna Rabilal Road, Merebank",Durban South,Kwazulu Natal,031 4613898,30°58′14.458″E,29°57′8.726″S,View Map
1427180,SHUNMUGAM,No,"110 Road 601, Arena Park Drive, Arena Park",Chatsworth,Kwazulu Natal,031 4049014,30°52′34.32″E,29°55′8.4″S,View Map
1429833,NAIDOO,Yes,"1-7 Hulett Street, Kwadukuza",Kwadukuza,Kwazulu Natal,032 5513000,31°17′35.235″E,29°20′26.882″S,View Map
1436813,PEER,Yes,"10 Soldiers Way, Durban",Durban,Kwazulu Natal,031 3011897,31°1′22.981″E,29°51′23.138″S,View Map
1437704,SULIMAN,Yes,"Shop 3 Murray Square, Glenugie Road, New Germany",Pinetown,Kwazulu Natal,031 7024902,30°51′27.659″E,29°48′48.272″S,View Map
1437984,MAHARAJ,Yes,"Shop 3 N B S Arcade, 131 Albert Street, Estcourt",Estcourt,Kwazulu Natal,036 3525396,29°52′29.496″E,29°0′25.488″S,View Map
1438115,CASSIM,Yes,"823 Inanda Road, Parlock",Newlands West,Kwazulu Natal,031 5778605,30°58′33.948″E,29°47′27.39″S,View Map
1439502,DADA,Yes,"7 Endee House, 6 Bjorseth Crescent, Amanzimtoti",Amanzimtoti,Kwazulu Natal,031 9037170,30°52′50.754″E,30°3′24.611″S,View Map
1440926,MOTALA,Yes,"Suit 6, 159a Roger Sishi Road, Westville",Westville,Kwazulu Natal,031 2629099,30°54′49.374″E,29°48′44.125″S,View Map
1441760,NEUMAN,Yes,"257 Kerk Street, Vryheid",Vryheid,Kwazulu Natal,034 9821535,30°47′58.539″E,27°45′55.589″S,View Map
1442392,SEETHARAM,Yes,"53 Krishna Rabilal Road, Merewent",Bluff,Kwazulu Natal,031 4611132,30°58′9.698″E,29°56′54.394″S,View Map
1445197,BOBAT,Yes,"Shop 10 Westham Shopping Centre, 10 Gridham Terrace, Westham",Phoenix,Kwazulu Natal,031 5002174,30°59′6.994″E,29°41′49.319″S,View Map
1446673,PARAK,Yes,"23 Main Road, Ixopo",Umzumbe Rural,Kwazulu Natal,039 8342371,30°3′56.906″E,30°8′54.668″S,View Map
1446959,OMAR,Yes,"178 Umgeni Road, Stamford Hill",Durban,Kwazulu Natal,082 8090909,31°1′14.74″E,29°50′47.62″S,View Map
1449214,MCDONOGH,No,"49 Scott Street, Scottburgh",Scottburgh/Umzinto North,Kwazulu Natal,039 9783344,30°45′16.053″E,30°17′23.097″S,View Map
1450573,PARAG,Yes,"4 Bardia Avenue, Reservoir Hills",Durban,Kwazulu Natal,031 2621090,30°56′18.149″E,29°48′13.859″S,View Map
1452177,JAGATHPAL,Yes,320 Park Station Road,Greenwood Park,Kwazulu Natal,031 5644565,31°0′47.052″E,29°47′4.2″S,View Map
1452940,GOVENDER,Yes,"37 Magaliesberg Street, Shallcross",Queensburgh,Kwazulu Natal,031 4099088,30°52′18.57″E,29°53′14.904″S,View Map
1453092,MOODLEY,Yes,"Murchison Street, Harding",Harding,Kwazulu Natal,039 4331732,29°53′10.646″E,30°34′36.985″S,View Map
1453114,SCHUTTE,Yes,"5 Middel Street, Paulpietersburg",Paulpietersburg,Kwazulu Natal,034 9951727,30°48′48.009″E,27°25′9.186″S,View Map
1453726,NAIDU,Yes,"23 Green Road, Hammarsdale",Mpumalanga,Kwazulu Natal,031 7363277,30°39′29.32″E,29°47′44.82″S,View Map
1455745,AKOO,Yes,558 Pietermaritz Street,Pietermaritzburg,Kwazulu Natal,033 3453605,30°23′20.4″E,29°35′27.96″S,View Map
1456830,DURGA,Yes,"Sunford Medical Centre, 1-3 Sunford Drive, Sunford",Phoenix,Kwazulu Natal,031 5076015,31°0′46.587″E,29°41′52.53″S,View Map
1459058,JADWAT,Yes,"349 Himalaya Drive, Shallcross",Queensburgh,Kwazulu Natal,031 4093011,30°52′24.804″E,29°53′37.094″S,View Map
1459414,RANA,Yes,"315 Randles Road, Sydenham",Berea,Kwazulu Natal,031 2082932,30°59′2.195″E,29°50′9.717″S,View Map
1459643,ISMAIL,No,"Suite 2 Raza Oriental Plaza, 54 Pandora Street, Starwood",Durban,Kwazulu Natal,031 5002421,31°0′18.225″E,29°42′12.617″S,View Map
1460153,DE VILLIERS,No,"129 Scott Street, Scottburgh",Scottburgh/Umzinto North,Kwazulu Natal,039 9761312,30°45′21.731″E,30°17′4.579″S,View Map
1460714,VATHER,Yes,"165 Newholme Way, Newholme",Pietermaritzburg,Kwazulu Natal,033 3914626,30°24′9.717″E,29°33′14.018″S,View Map
1461559,MOOLA,Yes,"Shop 7 Old Kfc Building, P53 Bhejane Road, Kwamashu",Kwamashu,Kwazulu Natal,031 5030567,30°58′31.089″E,29°44′43.304″S,View Map
1461877,MAHARAJ,Yes,"13 Blaine Street, Kwadukuza",Kwadukuza,Kwazulu Natal,032 5515647,31°17′10.706″E,29°20′25.369″S,View Map
1461885,BADAT,Yes,"16 Moorton Drive, Moorton",Chatsworth,Kwazulu Natal,031 4048498,30°52′6.885″E,29°54′45.385″S,View Map
1463926,PATHER,Yes,"86 Lenham Drive, Lenham",Phoenix,Kwazulu Natal,031 5079115,30°59′26.526″E,29°42′9.029″S,View Map
1464043,NAIDOO,Yes,"10 Sanele Nxumalo Lane, Gandhinagar",Tongaat,Kwazulu Natal,032 9443820,31°7′0.402″E,29°34′6.326″S,View Map
1464221,BUX,Yes,"Mndeni Clinic, 39 Reynolds Street, Port Shepstone",Port Shepstone,Kwazulu Natal,039 6824948,30°26′58.83″E,30°44′21.667″S,View Map
1464248,DAYANAND,Yes,"Daymed Private Hospital, 595 Chota Motala Road, Raisethorpe",Pietermaritzburg,Kwazulu Natal,033 3871100,30°24′26.793″E,29°33′45.097″S,View Map
1464329,GOVENDER,Yes,"113 Lotus Drive, Lotus Park",Lotus Park,Kwazulu Natal,031 9121854,30°54′31.304″E,30°0′10.569″S,View Map
1467921,EGGERS,Yes,"109 Lorne Street, Estcourt",Estcourt,Kwazulu Natal,036 3521540,29°52′31.944″E,29°0′40.248″S,View Map
1468057,RUGNATH,Yes,"237 Grove End Drive, Grove End",Phoenix,Kwazulu Natal,031 5393059,31°1′35.452″E,29°41′30.102″S,View Map
1469037,GOVENDER,Yes,"Shop 8a Checkers Centre, 1 Osborne Road, Eshowe",Eshowe,Kwazulu Natal,035 4744043,31°27′54.037″E,28°53′53.69″S,View Map
1469274,MAHOMED,Yes,"Next To Isipingo Hospital, 2 Sykes Road, Isipingo Hills",Isipingo,Kwazulu Natal,031 9025510,30°55′33.801″E,29°59′6.601″S,View Map
1470124,JUGMOHAN,Yes,"Shop 29 Pine Spring Centre, 18 Anderson Road, Pinetown",Pinetown,Kwazulu Natal,031 7025576,30°51′17.948″E,29°48′49.401″S,View Map
1470310,IYER,Yes,"6 Byrne Street, Empangeni",Empangeni,Kwazulu Natal,035 7922170,31°53′13.556″E,28°44′39.311″S,View Map
1473131,PILLAY,Yes,"62 Road 736, Montford",Chatsworth,Kwazulu Natal,031 4048824,30°52′27.414″E,29°55′18.454″S,View Map
1474502,HEMRAJH,No,"Gaterite Shopping Centre, 22-24 Russom Street, Verulam",Verulam,Kwazulu Natal,032 5336940,31°2′34.302″E,29°38′36.591″S,View Map
1475290,RASOOL,Yes,"Shop 3a Izingolweni Plaza, Main Road, Izingolweni",Ezingoleni Rural,Kwazulu Natal,079 5069733,30°7′48.702″E,30°46′21.365″S,View Map
1475835,VAN ZYL,No,"Suite 1, 3 Warwick Place, New Germany",Pinetown,Kwazulu Natal,031 7012286,30°51′52.751″E,29°49′7.698″S,View Map
1477714,GOVENDER,Yes,"Unit 8, 18 Tynecroft Place, Longcroft",Phoenix,Kwazulu Natal,031 5004093,31°0′53.305″E,29°42′31.359″S,View Map
1478184,ERASMUS,Yes,"109 Lorne Street, Estcourt",Estcourt,Kwazulu Natal,036 3525133,29°52′31.944″E,29°0′40.248″S,View Map
1478788,NAIDOO,Yes,"7 Ireland Street, Verulam",Verulam,Kwazulu Natal,032 5332300,31°2′39.417″E,29°38′45.421″S,View Map
1479202,SANPERSAD,No,"Suite 119 Life Westville, Hospital 7 Harry Gwala Road, Dawncliffe",Westville,Kwazulu Natal,031 2651047,30°55′57.638″E,29°51′4.547″S,View Map
1484281,SEWGOOLAM,Yes,"Howick Centre, 2 Harvard Street, Howick",Howick,Kwazulu Natal,033 3305300,30°14′9.224″E,29°29′3.594″S,View Map
1488147,RAMLACHAN,Yes,"Newkwa Medical Centre, 909-913 Inanda Road, Newlands West",Newlands West,Kwazulu Natal,031 5778932,30°58′33.948″E,29°47′27.39″S,View Map
1488880,SINGH,Yes,"4 Court House Road, Port Shepstone",Port Shepstone,Kwazulu Natal,039 6824494,30°26′54.707″E,30°44′9.439″S,View Map
1489135,KING,Yes,"47 St Johns Street, Kokstad",Kokstad,Kwazulu Natal,039 7272322,29°25′46.264″E,30°33′4.116″S,View Map
1489534,BADUL,Yes,1 Erythrina Avenue,Lotus Park,Kwazulu Natal,031 9026665,30°54′47.88″E,29°59′56.76″S,View Map
1489801,MOODLEY,Yes,"Shop 2, 418 Chris Hani Road, Briardene",Durban North,Kwazulu Natal,031 5636201,31°0′57.608″E,29°47′47.103″S,View Map
1490664,MURUGAN,Yes,"11 Main Street, Eshowe",Eshowe,Kwazulu Natal,035 4744727,31°27′40.054″E,28°53′57.901″S,View Map
1491113,MISTRY,Yes,"Shop 14 Emsee Building, Izingolweni Road, Port Edward",Port Edward,Kwazulu Natal,039 3111116,30°12′39.662″E,31°2′56.26″S,View Map
1491423,BEUKES,Yes,"69 Willis Street, Ladysmith",Ladysmith,Kwazulu Natal,036 6376831,29°47′10.767″E,28°33′2.902″S,View Map
1492225,PILLAY,Yes,"28 Bazley Street, Port Shepstone",Port Shepstone,Kwazulu Natal,039 6821938,30°27′2.124″E,30°44′27.8″S,View Map
1493442,NAIDOO,Yes,"Renkens Centre, Old Main Road, Mandeni",Mandini,Kwazulu Natal,032 4541772,31°22′16.914″E,29°16′5.249″S,View Map
1494384,PILLAY,Yes,"Plot 10 Siyonga Medical Centre, 10 Jacaranda Avenue, Mtubatuba",Mtubatuba,Kwazulu Natal,035 5501005,32°11′12.861″E,28°24′55.448″S,View Map
1494740,KHOZA,Yes,"Site No 4 Ba 372/373 Prince Mang, Opposite Ulundi Pick&pay Superma",Ulundi,Kwazulu Natal,035 0358700731,31°25′49.08″E,28°17′58.2″S,View Map
1495356,RAWAT,Yes,"Ground Floor Bmrv Building, 16 Union Street, Empangeni",Empangeni,Kwazulu Natal,035 7725750,31°53′30.89″E,28°44′31.322″S,View Map
1495879,RANDEREE,Yes,"249 Moses Kotane Road, Sydenham",Berea,Kwazulu Natal,031 2072872,30°59′11.021″E,29°50′4.417″S,View Map
1497634,NAICKER,Yes,"11 Soni Way, Nagina",Pinetown,Kwazulu Natal,031 7064889,30°48′38.636″E,29°52′12.228″S,View Map
1499106,DAWDUTH,Yes,"193 Earlsfield Drive, Earlsfield",Newlands West,Kwazulu Natal,031 5783498,30°56′44.123″E,29°46′46.342″S,View Map
1499564,NUNDLALL,Yes,"33 701 Road, Montford",Chatsworth,Kwazulu Natal,031 4041319,30°52′38.844″E,29°55′22.011″S,View Map
1500813,LUTCHMEENARRAIN,Yes,"6 Mungal Road, Rietrivier",Verulam,Kwazulu Natal,032 5376319,31°1′48.461″E,29°40′8.49″S,View Map
1502468,NANACK,Yes,"49 Wooley Street, Port Shepstone",Port Shepstone,Kwazulu Natal,039 6825005,30°26′59.208″E,30°44′15.408″S,View Map
1503065,NAIDU,Yes,"1 Newcentre Drive, Newlands West",Newlands West,Kwazulu Natal,031 5782290,30°57′6.32″E,29°46′36.785″S,View Map
1503782,RUPNARAIN,Yes,"Shop 11 A Dube Village Mall, 11 Ikhathazo Way, Newtown C",Inanda,Kwazulu Natal,031 5191039,30°58′12.322″E,29°42′32.087″S,View Map
1504274,ENOCH,Yes,"Shop 2, 68 Pioneer Road, Kloof",Kloof,Kwazulu Natal,031 7644707,30°51′26.025″E,29°47′6.01″S,View Map
1505084,VAN ROOYEN,Yes,"35 Coronation Road, Malvern",Queensburgh,Kwazulu Natal,031 4643997,,,
1505815,JEEWA INCORPORATED,Yes,"490 West Street, Durban",Durban,Kwazulu Natal,031 3048355,31°1′0.113″E,29°51′33.152″S,View Map
1506374,PAUL,Yes,"22 Joubert Street, Paulpietersburg",Paulpietersburg,Kwazulu Natal,034 9951564,30°49′11.158″E,27°25′20.57″S,View Map
1506811,PILLAY,Yes,"Shop 4 Globes Shopping Centre, 41 Old Main Road, Ottawa",Verulam,Kwazulu Natal,032 5376378,31°2′12.284″E,29°40′22.783″S,View Map
1507451,SUNICHUR,Yes,"Shop 4 Clairwood Medical Centre, 622 South Coast Road, Clairwood",Durban South,Kwazulu Natal,031 4658838,30°58′44.404″E,29°54′46.706″S,View Map
1508660,GAGIANO,No,"Centre For Diabetes Excellence, 718 Marine Drive, Shelly Beach",Margate,Kwazulu Natal,039 3150343,30°24′38.338″E,30°48′21.675″S,View Map
1510452,MTHETHWA,Yes,"Nongoma Private Hospital, 199 Main Street, Nongoma",Nongoma,Kwazulu Natal,066 0189697,31°39′34.85″E,27°55′29.154″S,View Map
1510657,PURMASIR,Yes,"64 Baijoo Road, Raisethorpe",Pietermaritzburg,Kwazulu Natal,033 3877411,30°24′29.976″E,29°33′51.559″S,View Map
1510959,GANGAN,Yes,"2 Loophaven Road, Forest Haven",Phoenix,Kwazulu Natal,031 5050049,31°1′0.487″E,29°41′12.678″S,View Map
1511548,PILLAY,No,"Shop 33 Natraj Centre, Natraj Lane, Merebank",Durban South,Kwazulu Natal,031 4685360,30°58′11.389″E,29°57′11.866″S,View Map
1514822,NKOSI,Yes,"A537 Shaka Street, Ezakheni",Ladysmith,Kwazulu Natal,087 5270064,29°55′37.03″E,28°36′3.049″S,View Map
1516434,NANDLAL,Yes,"27 Belvedere Drive, Buffelsdale",Tongaat,Kwazulu Natal,032 9450841,31°6′0.252″E,29°34′46.862″S,View Map
1519182,GAUSE,Yes,"6 Thomas Street, Pietermaritzburg",Pietermaritzburg,Kwazulu Natal,033 3944683,30°23′21.387″E,29°35′38.005″S,View Map
1519611,SULIMAN,Yes,"Shop K2 Ithala Centre, Malendela Road, Kwamashu",Kwamashu,Kwazulu Natal,031 5031188,30°58′18.915″E,29°45′0.42″S,View Map
1520520,GOVENDER,Yes,"Shop 39 Mount Edgecombe Plaza, 105 Hillhead Drive, Mount Edgecombe",Mount Edgecombe,Kwazulu Natal,031 5021303,31°2′16.923″E,29°43′26.1″S,View Map
1522736,KADWA,Yes,"G J Crookes Hospital, 1 Hospital Road, Scottburgh",Scottburgh/Umzinto North,Kwazulu Natal,039 9742552,30°44′42.36″E,30°17′19.186″S,View Map
1523791,SOOKOO,No,18 Wavemore Place,Stanmore,Kwazulu Natal,031 5024600,31°1′36.768″E,29°42′7.2″S,View Map
1526642,ERASMUS,Yes,"Cato Medical Centre, 1 Ridge Road, Cato Ridge",Cato Ridge,Kwazulu Natal,031 7822030,30°34′43.211″E,29°44′7.146″S,View Map
1529056,MUDALY,Yes,"Lindwes Medical Centre, 134 Castlehill Drive, Newlands West",Newlands West,Kwazulu Natal,031 5781062,30°57′0″E,29°45′59.049″S,View Map
1529676,GOVENDER,Yes,"Maphitha Medical Centre, 6 Grikazi Street, Ulundi",Ulundi,Kwazulu Natal,035 8701268,31°25′30.518″E,28°17′57.285″S,View Map
1543326,BADAT,Yes,"Suite 1, 412 Felix Dlamini Road, Overport",Durban,Kwazulu Natal,031 2080425,30°59′34.914″E,29°50′1.322″S,View Map
1544152,SALIG,No,"1 Medical Towers Isipingo, Hospital 162 Phila Ndwandwe Road, Isipingo Hills",Isipingo,Kwazulu Natal,031 9027597,30°55′36.118″E,29°59′10.369″S,View Map
1545523,MAHARAJ,Yes,"Shop 210 Kwamnyandu Mall, Griffiths Mxenge Highway, Umlazi",Umlazi,Kwazulu Natal,031 9068953,30°54′14.716″E,29°58′18.722″S,View Map
1546376,MUNSAMY,Yes,"Shop 4 Olympia Centre, 6 Nagle Square, Woodlands",Durban South,Kwazulu Natal,031 4628202,30°57′29.791″E,29°55′50.231″S,View Map
1546619,COVENDEN,Yes,"29 Lenham Drive, Whetstone",Phoenix,Kwazulu Natal,031 5071957,30°59′34.43″E,29°42′17.85″S,View Map
1548050,MARITZBURG FAMILY CLINIC,Yes,"Suite 1, 465 Langalibalele Street, Pietermaritzburg",Pietermaritzburg,Kwazulu Natal,033 3947784,30°23′16.324″E,29°35′44.944″S,View Map
1548646,MOHANLAL,Yes,"61 Cedar Road, Woodlands",Pietermaritzburg,Kwazulu Natal,033 3873745,30°23′24.496″E,29°34′47″S,View Map
1548980,SHAYO,Yes,"36 Dower Street, Kokstad",Kokstad,Kwazulu Natal,039 7272246,29°25′41.051″E,30°33′4.679″S,View Map
1553860,PILLAI,Yes,"Greenbury Medical Centre, 2-4 Garbgreen Close, Greenbury",Phoenix,Kwazulu Natal,031 5393225,31°1′55.766″E,29°43′24.439″S,View Map
1554859,NOBIN,Yes,"56 Turnstone Avenue, Bayview",Chatsworth,Kwazulu Natal,031 4006993,30°54′44.857″E,29°55′18.141″S,View Map
1554913,JAMA,Yes,"Caltex Garage, 78 Hope Street, Kokstad",Kokstad,Kwazulu Natal,039 7273298,29°25′26.953″E,30°32′56.545″S,View Map
1557262,SACOOR,Yes,"Suite 6 North Coast Mall, Medical Centre 163-179 Redberry, Road",Rockford,Kwazulu Natal,031 5022582,31°2′7.19″E,29°42′55.614″S,View Map
1559710,NOORBHAI,No,"79 Florence Nightingale Drive, Westcliff",Chatsworth,Kwazulu Natal,031 4035801,30°53′55.725″E,29°54′40.628″S,View Map
1559753,NAIDOO,Yes,"Glenwood Medical & Dental Centre, 293 Che Guevara Road, Glenwood",Berea,Kwazulu Natal,031 2015281,31°0′4.511″E,29°51′22.586″S,View Map
1562177,MITHOO,Yes,"E833 Lingelethu Road, Ntuzuma",Inanda,Kwazulu Natal,031 5092809,30°56′29.294″E,29°45′14.272″S,View Map
1562371,NAIDOO,Yes,"Suite 5a Colony Building, 3 Inanda Road, Hillcrest",Hillcrest,Kwazulu Natal,031 7653590,30°45′52.997″E,29°46′43.062″S,View Map
1562916,NAIDOO,Yes,"Jabula Hardware Complex, 2 Carlow Road, Bonela",Durban,Kwazulu Natal,031 2619420,30°58′31.876″E,29°50′52.502″S,View Map
1564366,SIMJEE,Yes,"Nandos Building, 276 Sparks Road, Overport",Durban,Kwazulu Natal,031 2076756,30°59′18.183″E,29°50′5.905″S,View Map
1564870,RAMDHAREE,Yes,"41 Wilson Street, Dundee",Dundee,Kwazulu Natal,034 2121959,30°14′24.014″E,28°9′53.939″S,View Map
1565540,EHLERS,Yes,"Health Line Medi Centre, 3 High Ridge Road, Fields Hill",Pinetown,Kwazulu Natal,031 7018868,,,
1565710,HADEBE,Yes,"P192 Cnr Mkhiwane &, Bonakele-nxumalo Road, Kwamashu",Kwamashu,Kwazulu Natal,031 5042690,30°58′6.262″E,29°44′39.239″S,View Map
1565745,SINGH,Yes,"7 Church Street, Gandhinagar",Tongaat,Kwazulu Natal,032 9451110,31°7′0.661″E,29°34′26.758″S,View Map
1571125,RAMDUTT,Yes,"312 Crestbrook Drive, Brookdale",Phoenix,Kwazulu Natal,031 5059555,31°0′5.85″E,29°41′2.82″S,View Map
1571451,MAHARAJ,Yes,"Shop 16a Hammarsdale Junction, Mall Kunene Road, Hammarsdale",Mpumalanga,Kwazulu Natal,031 7711454,30°37′42.431″E,29°48′6.614″S,View Map
1572512,SALEJEE,Yes,"Shop 7 - 8 Madressa Mall, 81 Wick Street, Verulam",Verulam,Kwazulu Natal,032 5331890,31°2′49.7″E,29°38′34.634″S,View Map
1572938,MOTALA,Yes,"2nd Floor Shifa Medical Towers, 482 Randles Road, Sydenham",Berea,Kwazulu Natal,031 2072097,30°59′5.744″E,29°49′51.147″S,View Map
1573705,ATHMARAM,Yes,"8 Fairview Road, Brindhaven",Verulam,Kwazulu Natal,032 5336652,31°2′16.393″E,29°38′37.049″S,View Map
1574310,MAHOMED,Yes,"630 Dr Chota Motala Road, Raisethorpe",Raisethorpe,Kwazulu Natal,033 3876517,,,
1581821,CHOHAN,Yes,"Office 7 Mosque Arcade, Murchison Street, Newcastle",Newcastle,Kwazulu Natal,034 3123781,29°56′1.146″E,27°45′14.506″S,View Map
1583344,MAHARAJ,Yes,"6 The Zen, 31 Zenith Drive, Umhlanga Ridge",Umhlanga,Kwazulu Natal,031 8114888,31°3′52.777″E,29°43′11.01″S,View Map
1584073,MEER,Yes,"Shop 3, 16 Kajee Street, Isipingo Rail",Isipingo,Kwazulu Natal,031 9025891,30°55′38.129″E,29°59′4.402″S,View Map
137227,MBHIZA,Yes,"Shop10a Mopani Superspar, Giyani Main Road, Giyani",Giyani,Limpopo,015 8120143,30°41′36.866″E,23°18′41.498″S,View Map
137979,MATSOKU,Yes,"Mat-med Centre, 371 Main Street, Senwabarwana",Blouberg Rural,Limpopo,015 5053051,29°7′57.4″E,23°17′12.062″S,View Map
145181,VERMEULEN,Yes,"Floramed, 80 Mc Donald Avenue, Florapark",Polokwane,Limpopo,015 2962113,29°29′25.939″E,23°54′29.886″S,View Map
149705,CALOKECHI,Yes,"97 General Joubert Street, Polokwane",Polokwane,Limpopo,015 2974458,29°26′56.04″E,23°54′10.08″S,View Map
1561693,MINNAAR,Yes,"1 Majuba Avenue, Groblersdal",Groblersdal,Limpopo,013 2625372,29°23′49.579″E,25°10′1.789″S,View Map
1564552,MAMABOLO,Yes,"Tibanefontein Complex, Juno",Aganang Rural,Limpopo,082 4109526,29°0′45.113″E,23°38′32.52″S,View Map
1579517,ZAHIDI,Yes,"Ekupheleni Medical Centre, 1659 Steve Mahlangu Street, Siyabuswa",Dr Js Moroka Rural,Limpopo,013 9731108,29°4′13.086″E,25°6′36.032″S,View Map
1583603,MULAUDZI,Yes,"1880 Nelson Mandela Drive, Seshego Zone 1",Polokwane,Limpopo,015 2232886,29°23′29.368″E,23°51′10.147″S,View Map
1586017,RAMBAU,Yes,"Khanimambo Medical Centre, 113 Krogh Street, Makhado",Louis Trichardt,Limpopo,015 5166652,29°54′33.444″E,23°2′13.992″S,View Map
1515357,PRINSLOO,No,"Unit A 620, 1073 Zone 4",Mankweng,Limpopo,015 2230219,29°42′49.68″E,23°53′5.28″S,View Map
1525948,CACHALIA,Yes,"53 Ruiter Road, Mokopane",Mokopane,Limpopo,015 4918373,29°0′40.611″E,24°10′51.914″S,View Map
1529706,JANSEN VAN RENSBURG,No,"Peacemed Medical Centre, 34 Peace Street, Arborpark",Tzaneen,Limpopo,015 3072854,30°9′32.544″E,23°49′50.268″S,View Map
1533266,PILODIA,Yes,"253 Worst Avenue, Marble Hall",Marblehall,Limpopo,013 2612047,29°17′27.155″E,24°58′17.435″S,View Map
1534521,SIKHITHA,Yes,"Mentz Surgery, Mentz Village",Polokwane,Limpopo, ,29°27′14.76″E,23°54′57.24″S,View Map
1553305,TLADI,Yes,"Stand 601b Mashung, Next To Bopedi Shopping Centre",Apel,Limpopo,086 1108109,29°25′4.44″E,23°24′4.68″S,View Map
1483668,JOUBERT,Yes,"Stand 559 Zone A, Mankweng",Polokwane,Limpopo,015 2674094,29°26′55.055″E,23°53′46.215″S,View Map
1485695,CAWOOD,Yes,"Cawood Clinic, 15 Irwin Street",Musina,Limpopo,015 5340044,30°2′20.76″E,22°21′5.112″S,View Map
1488813,BOSMAN,Yes,"Flora Medical Centre 80 Mc, Donald Avenue & Marshall Street, Florapark",Polokwane,Limpopo,015 2962113,29°29′24.775″E,23°54′28.931″S,View Map
1491598,SWANEPOEL,Yes,"Kiosk 1b Pick 'n Pay Centre, Rissik Street",Polokwane,Limpopo,015 2971888,29°26′55.68″E,23°54′12.96″S,View Map
1497200,AYOB,Yes,"Shop 2 Sendedza Shopping, Complex R523, Dzanani",Louis Trichardt,Limpopo,079 5550621,30°9′1.037″E,22°53′7.244″S,View Map
1507281,MTSETWENE,Yes,Shop 4 Giyani Shopping Complex,Giyani,Limpopo,011 482 4667,30°42′19.8″E,23°18′30.24″S,View Map
1513656,TEMPELMAN H A & PARTNER,Yes,"Stand 934, Elandsdoorn-a",Groblersdal,Limpopo,013 9838700,29°11′39.046″E,25°17′4.376″S,View Map
1433180,MEINTJES,Yes,"46 Doornkraal Street, Annadale",Polokwane,Limpopo,015 2930309,29°26′36.863″E,23°52′42.655″S,View Map
1442996,GOVIND,Yes,"29e Oriental Plaza, Makhado",Louis Trichardt,Limpopo,015 5164416,29°54′16.762″E,23°2′46.469″S,View Map
1451073,SPIES S J PARTNERS,No,43 Douglas Street,Tzaneen,Limpopo,015 5900098,30°8′23.229″E,23°41′48.093″S,View Map
1456008,PIENAAR,Yes,"42 Ruiter Road, Mokopane",Mokopane,Limpopo,015 4916324,29°0′45.604″E,24°10′45.783″S,View Map
1456903,RAMJEE,Yes,"Stand 1559, Kwaggafontein",Thembisile Rural,Limpopo,013 9860196,28°56′49.007″E,25°18′27.112″S,View Map
1458906,SULIMAN,Yes,"F71 Excel Medical Centre, Excelsior Street, Polokwane",Polokwane,Limpopo,015 2973012,29°27′8.744″E,23°54′0″S,View Map
1462660,MALAN,No,"905 Dahlia Street, Marble Hall",Marblehall,Limpopo,013 2612164,29°17′33.6″E,24°57′53.353″S,View Map
930768,DR QM MANGANYI INC,Yes,"111 Cnr Hlekelela & Vukuzenzele, Street, Malamulele",Thohoyandou,Limpopo,015 8516089,30°41′53.11″E,23°0′4.514″S,View Map
1017624,THWALA,Yes,"Shop 27a Masingita Mall, Giyani Main Road, Giyani",Giyani,Limpopo,072 3796047,30°41′47.791″E,23°18′46.599″S,View Map
1094742,THOKA,Yes,"Opposite Kgapane Hospital, Parktown Street, Modjadjiskloof",Modjadjiskloof,Limpopo,067 7224155,30°13′6.65″E,23°38′52.687″S,View Map
1411225,DU PLESSIS,Yes,"Shop 9 Marula Mall, Swartwater Road, Alldays",Alldays,Limpopo,015 5751283,29°6′22.463″E,22°40′49.518″S,View Map
1415298,MANTHATA,Yes,"Tintis Supermarket, 614 University Road, Mankweng",Polokwane,Limpopo,015 2670893,29°42′40.521″E,23°53′0″S,View Map
1417053,GROBLER,Yes,"37 Luna Road, Bela-bela",Bela-Bela,Limpopo,014 7362220,28°17′34.116″E,24°53′2.835″S,View Map
1420755,VAN HEERDEN,Yes,"54 Ruiter Road, Mokopane",Mokopane,Limpopo,015 4914161,29°0′42.657″E,24°10′52.174″S,View Map
494348,RAMALATA,Yes,"Stand 1003 Tshandama, Sibasa",Thohoyandou,Limpopo,015 0041100,,,
538841,ROSSOUW,Yes,"54 Ruiter Road, Mokopane",Mokopane,Limpopo,015 4914161,29°0′42.657″E,24°10′52.174″S,View Map
544183,SHIVAMBU,Yes,"Office A2-a3 Hoedspruit Office, Park 118 Eland Street, Hoedspruit",Hoedspruit,Limpopo,082 4658114,30°56′57.426″E,24°21′19.279″S,View Map
557994,MAHUDU,Yes,"1023 Ga-malekana Village, Polokwane",Polokwane,Limpopo,014 9406692,30°0′0.242″E,24°53′2.683″S,View Map
627607,RAPHADU,Yes,"579 Unit S, Phase 1, Chuenespoort",Lebowakgomo,Limpopo,065 9863291,29°31′55.606″E,24°18′9.647″S,View Map
749028,DABROWSKI,Yes,"Shop 8 Time Square, Huilboerbroon Street, Hoedspruit",Hoedspruit,Limpopo,015 7930102,30°56′58.856″E,24°21′18.039″S,View Map
763756,BOSMAN,No,"Flora Medical Centre 80 Mc, Donald Avenue & Marshall Street, Polokwane",Polokwane,Limpopo,015 2962113,29°29′26.016″E,23°54′30.204″S,View Map
